# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "12" "-a" "../../reference/Oryza_sativa.IRGSP-1.0.51.gtf" "-o" "Oryza_sativa_expr.txt" "A1_1_val_1.bam" "A2_1_val_1.bam" "A3_1_val_1.bam" "B1_1_val_1.bam" "B2_1_val_1.bam" "B3_1_val_1.bam" "C1_1_val_1.bam" "C2_1_val_1.bam" "C3_1_val_1.bam" "E1_1_val_1.bam" "E2_1_val_1.bam" "E3_1_val_1.bam" "F1_1_val_1.bam" "F2_1_val_1.bam" "F3_1_val_1.bam" "G1_1_val_1.bam" "G2_1_val_1.bam" "G3_1_val_1.bam" "H1_1_val_1.bam" "H2_1_val_1.bam" "H3_1_val_1.bam" "K1_1_val_1.bam" "K2_1_val_1.bam" "K3_1_val_1.bam" "M1_1_val_1.bam" "M2_1_val_1.bam" "M3_1_val_1.bam" "P1_1_val_1.bam" "P2_1_val_1.bam" "P3_1_val_1.bam" "R1_1_val_1.bam" "R2_1_val_1.bam" "R3_1_val_1.bam" "X1_1_val_1.bam" "X2_1_val_1.bam" "X3_1_val_1.bam" 
Geneid	Chr	Start	End	Strand	Length	A1_1_val_1.bam	A2_1_val_1.bam	A3_1_val_1.bam	B1_1_val_1.bam	B2_1_val_1.bam	B3_1_val_1.bam	C1_1_val_1.bam	C2_1_val_1.bam	C3_1_val_1.bam	E1_1_val_1.bam	E2_1_val_1.bam	E3_1_val_1.bam	F1_1_val_1.bam	F2_1_val_1.bam	F3_1_val_1.bam	G1_1_val_1.bam	G2_1_val_1.bam	G3_1_val_1.bam	H1_1_val_1.bam	H2_1_val_1.bam	H3_1_val_1.bam	K1_1_val_1.bam	K2_1_val_1.bam	K3_1_val_1.bam	M1_1_val_1.bam	M2_1_val_1.bam	M3_1_val_1.bam	P1_1_val_1.bam	P2_1_val_1.bam	P3_1_val_1.bam	R1_1_val_1.bam	R2_1_val_1.bam	R3_1_val_1.bam	X1_1_val_1.bam	X2_1_val_1.bam	X3_1_val_1.bam
Os01g0373800	1	15403221	15403783	-	563	32	12	30	46	48	54	156	171	159	18	12	12	60	45	42	58	44	34	108	152	134	10	6	6	35	50	57	0	2	2	15	21	17	71	79	90
Os01g0684301	1	28193378	28196715	-	3338	0	0	0	3	8	16	6	8	6	0	0	2	5	4	13	1	0	12	3	4	6	0	1	4	4	8	23	1	0	0	7	10	0	12	8	1
Os01g0974100	1;1;1;1;1;1	43044201;43044451;43044781;43044985;43045328;43045855	43044346;43044502;43044812;43045018;43045395;43046303	+;+;+;+;+;+	781	34	37	43	78	52	61	84	78	73	38	47	59	99	125	91	93	105	128	93	46	35	59	59	53	90	115	145	70	36	51	93	111	72	46	70	60
Os01g0332002	1	12860155	12860298	+	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0905700	1;1;1;1;1	39429069;39429553;39429842;39430000;39431871	39429342;39429721;39429911;39430228;39432424	+;+;+;+;+	1296	2566	1930	1901	1315	1437	1812	1770	1904	1945	1610	1550	1931	1681	1803	1847	1773	2154	1809	3650	3321	3322	1906	1792	1865	2003	2002	2630	2385	1984	1833	1292	1504	1390	5953	5284	6040
Os01g0282800	1;1;1;1	10099352;10100897;10101880;10102870	10100362;10101166;10102289;10102948	-;-;-;-	1770	379	383	315	266	250	275	254	244	280	845	692	624	498	301	391	304	314	260	215	224	223	447	366	489	364	578	658	571	551	410	356	402	280	273	263	253
Os01g0244400	1;1;1	7971864;7972613;7973653	7972133;7972684;7974941	-;-;-	1631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0116650	1;1	921296;922880	922742;923591	+;+	2159	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
Os01g0963000	1;1	42441660;42441701	42442936;42442930	+;+	1277	1395	1102	1220	580	504	633	743	915	899	1159	782	980	274	265	535	233	395	269	675	664	588	609	483	434	990	808	1391	461	564	512	1039	807	1020	540	523	503
Os01g0625200	1;1;1;1;1;1;1	24961079;24961487;24961579;24962064;24962064;24962221;24962221	24961402;24961946;24961946;24962129;24962129;24962826;24962826	+;+;+;+;+;+;+	1456	1233	1175	1059	906	1040	1213	1343	1267	1451	1774	1617	1902	1554	1568	1615	1365	1065	1495	898	848	822	1136	1034	1101	1466	1850	2521	1563	1199	1215	1143	1212	1138	1256	1105	1291
Os01g0108600	1;1;1;1;1	478384;478488;480312;480312;480470	478816;478816;481165;480413;481099	+;+;+;+;+	1287	1092	999	1073	995	876	975	1101	1116	985	1376	1158	1181	1300	1303	1119	1051	1442	1268	1734	1300	1484	1057	1082	1110	1083	819	1422	1362	1149	1018	1088	1363	940	949	846	1055
Os01g0907900	1;1;1;1;1;1	39523638;39524485;39524726;39525360;39526590;39526823	39524373;39524653;39525229;39525488;39526731;39527194	+;+;+;+;+;+	2052	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0769900	1;1;1;1;1;1;1;1;1;1;1;1;1	32470279;32470524;32470699;32472257;32472741;32473545;32473918;32474095;32474332;32474645;32475045;32475459;32476131	32470447;32470576;32471370;32472369;32473003;32473666;32473995;32474151;32474400;32474743;32475180;32476018;32476597	+;+;+;+;+;+;+;+;+;+;+;+;+	2858	1653	1293	1050	877	1102	1130	1016	882	764	1074	928	1086	888	815	1068	520	777	613	791	712	735	784	650	837	905	813	1108	1356	885	992	637	770	670	687	786	951
Os01g0190300	1;1;1;1;1	4816831;4817737;4818121;4818331;4818467	4817647;4818023;4818250;4818394;4818958	+;+;+;+;+	1790	1068	751	973	1834	1651	1680	3284	3662	3008	795	664	812	1325	1395	1423	2575	2694	2920	4940	4260	4593	690	660	671	981	770	1189	761	615	605	921	1198	852	4382	4430	4600
Os01g0719100	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	29965312;29965346;29966253;29966253;29966445;29966445;29966664;29966664;29967204;29967204;29967316;29967316;29967316;29967450;29967450;29967450;29967618;29967618;29967618;29968390;29968390;29968390;29968565;29968565;29968565;29969294;29969786;29970568	29965996;29965996;29966358;29966358;29966536;29966536;29966746;29966746;29967244;29967244;29967359;29967359;29967359;29967527;29967527;29967527;29967710;29967710;29967710;29968477;29968477;29968477;29968797;29969133;29969095;29970765;29970737;29970750	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3351	3638	2789	3275	4038	3826	4643	4916	4972	4722	2026	2301	2645	3751	3912	4269	3789	4131	3646	4332	3675	4187	2436	2427	2313	4591	3794	5935	3237	2872	2510	3335	3478	2948	5017	4367	4644
Os01g0233400	1;1;1;1;1;1	7385705;7386831;7387499;7387725;7387835;7388068	7386047;7386931;7387568;7387752;7387892;7388444	+;+;+;+;+;+	977	3	1	0	0	0	2	0	0	1	0	0	0	2	4	1	1	1	3	0	0	2	1	2	0	0	2	0	0	2	1	1	1	2	0	0	1
Os01g0793500	1;1;1;1;1;1;1	33609424;33610143;33611347;33611679;33612749;33613201;33613912	33609888;33610343;33611439;33611924;33613114;33613341;33614332	-;-;-;-;-;-;-	1933	5	0	1	0	1	0	1	2	1	1	0	0	0	1	0	3	0	0	1	0	1	0	0	0	5	1	10	0	0	0	0	0	0	0	1	0
Os01g0907200	1;1;1	39483848;39484234;39484552	39484136;39484457;39484629	+;+;+	591	234	235	177	323	284	298	1241	1145	1098	378	331	185	336	228	307	906	1601	1134	1895	1568	1683	324	274	362	482	345	515	505	334	272	293	479	310	1981	1585	1960
Os01g0582400	1;1;1;1;1;1;1;1;1;1	22591434;22592016;22592326;22593089;22593315;22594716;22594943;22595188;22595396;22595838	22591911;22592156;22592533;22593128;22593537;22594860;22595046;22595286;22595574;22596164	-;-;-;-;-;-;-;-;-;-	1944	859	923	724	907	833	948	986	883	924	733	719	862	864	928	897	926	913	803	712	639	655	828	761	871	1106	1293	1965	1310	926	879	898	1165	878	1024	979	1022
Os01g0166100	1;1;1;1;1;1;1;1;1	3397441;3397752;3398451;3398671;3398908;3399198;3399365;3399903;3400085	3397636;3397807;3398565;3398787;3399095;3399257;3399524;3399971;3400487	+;+;+;+;+;+;+;+;+	1364	1520	1325	1244	1124	1420	1234	1292	1116	1197	1414	1396	1324	1288	1326	1206	759	1280	879	842	666	840	1179	1162	1436	1351	1243	1749	1760	1486	1206	1164	1503	1045	1105	1214	1616
Os01g0176300	1;1	3926661;3927181	3926899;3929467	-;-	2526	8	2	4	10	0	6	2	6	14	8	12	21	11	7	8	19	16	0	15	13	14	11	10	12	11	9	11	20	7	5	8	27	6	25	14	20
Os01g0376200	1	15542003	15542526	+	524	98	68	54	28	33	35	69	23	46	70	47	42	39	53	35	38	29	35	26	38	12	75	74	85	64	39	58	160	95	95	43	82	58	28	38	38
Os01g0254800	1;1	8466262;8467794	8466442;8469359	-;-	1747	376	261	318	196	199	219	198	183	221	255	273	333	170	179	184	133	172	135	74	88	70	347	257	323	244	225	338	319	364	334	203	216	198	153	141	150
Os01g0626350	1	25004212	25004702	+	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0779100	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	32985048;32985312;32986066;32986610;32986863;32987942;32988133;32988416;32988857;32989574;32989891;32990349;32990603;32990809;32991302;32991905;32992215;32993155;32993386;32993514;32993867;32994117	32985176;32985387;32986133;32986701;32986936;32988061;32988245;32988582;32988971;32989660;32989994;32990451;32990698;32990889;32991406;32992106;32992423;32993279;32993437;32993600;32993989;32994371	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2583	384	301	278	256	223	276	303	281	339	193	259	271	129	179	147	115	347	115	51	56	63	234	208	227	240	223	350	527	493	414	271	312	321	157	221	184
Os01g0138451	1;1	2053618;2054154	2054020;2054336	-;-	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0838200	1	35952915	35953433	-	519	0	6	6	2	0	2	1	4	0	0	0	0	0	0	0	0	2	2	0	2	6	2	0	0	0	0	0	0	4	6	2	0	0	8	0	4
Os01g0766200	1;1;1	32276583;32276649;32277884	32277621;32278225;32278225	-;-;-	1643	1008	847	686	515	562	534	552	595	580	944	846	902	594	572	638	350	527	469	824	626	685	1644	1227	1347	900	887	1064	1243	1187	1031	670	838	658	825	713	914
Os01g0857925	1	37079120	37079350	+	231	49	23	48	26	36	23	20	32	32	67	43	68	44	39	44	27	34	28	14	20	13	45	48	56	65	38	126	81	45	42	27	37	31	18	28	35
Os01g0903100	1;1	39324296;39331755	39324986;39332524	-;-	1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Os01g0567533	1;1;1;1	21720000;21720162;21720764;21721490	21720078;21720474;21721398;21721903	-;-;-;-	1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0800266	1;1;1;1	33884788;33886531;33886991;33887219	33885324;33886848;33887149;33887413	+;+;+;+	1209	0	0	0	0	0	0	0	0	2	1	3	0	0	3	0	3	0	0	2	4	2	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0
Os01g0770800	1	32526290	32526923	+	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0857200	1;1;1;1	37034026;37034370;37035134;37035284	37034295;37034853;37035201;37035656	-;-;-;-	1195	232	127	163	92	80	110	77	75	94	174	149	187	104	138	163	152	101	82	116	81	60	210	172	201	163	175	220	267	162	183	102	144	98	100	91	103
Os01g0263400	1	8921590	8924862	-	3273	37	34	31	15	21	22	12	14	14	18	13	17	16	20	13	7	21	8	11	8	8	30	12	33	14	22	42	32	6	22	8	12	16	14	12	53
Os01g0886300	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	38509123;38509130;38509200;38509858;38510321;38510321;38511093;38511093;38511558;38511558;38511769;38511769;38512599;38512599;38512840;38512840	38509734;38509734;38509734;38510184;38510406;38510406;38511238;38511238;38511674;38511674;38511885;38511885;38512742;38512742;38513469;38513467	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2179	2673	2060	2161	1766	1612	1855	2372	2279	2207	2290	2333	2635	2018	1977	2067	2458	2601	2059	3697	3216	3311	2495	2202	2495	2048	2233	3340	3299	2676	2495	2171	2441	2165	4376	4863	5604
Os01g0217400	1;1;1;1;1;1	6402871;6403542;6403834;6404323;6404835;6405286	6403133;6403708;6403966;6404577;6405164;6405410	-;-;-;-;-;-	1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0390600	1;1;1;1	16495359;16498330;16498549;16502929	16497496;16498448;16498635;16503329	+;+;+;+	2745	243	135	152	181	131	104	199	198	216	138	158	174	96	132	109	177	152	152	210	135	136	159	152	183	159	207	211	222	269	158	98	172	134	163	266	281
Os01g0695600	1;1;1;1;1	28756464;28757185;28757761;28758776;28758917	28756796;28757364;28757890;28758818;28759291	-;-;-;-;-	1061	273	230	267	192	176	180	176	144	158	272	267	255	180	227	189	145	154	115	119	66	110	341	275	289	146	157	182	424	344	307	261	287	164	106	112	143
Os01g0272901	1	9438930	9439364	+	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0913000	1;1;1	39794547;39795160;39795381	39794964;39795259;39795809	+;+;+	947	1025	749	1012	627	522	654	504	490	652	1179	964	1093	877	908	1036	798	691	659	661	652	735	764	998	746	641	687	1161	1865	1035	897	966	804	667	756	648	746
Os01g0126200	1;1;1	1437163;1443705;1445312	1437582;1445210;1445599	+;+;+	2214	1809	1460	1666	917	871	983	856	871	778	1335	1269	1502	1287	1142	1313	841	1032	1012	636	514	592	1485	1634	1373	946	738	1068	1826	1854	1749	1182	1520	1273	542	493	503
Os01g0280500	1;1;1;1;1;1	9967185;9967842;9968069;9968493;9968707;9968931	9967732;9967951;9968200;9968623;9968803;9969073	-;-;-;-;-;-	1161	34	14	17	4	4	4	4	6	6	4	6	15	4	10	4	2	0	0	46	42	48	13	0	10	1	4	2	20	24	12	0	10	4	90	95	79
Os01g0737600	1	30768475	30769182	+	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0517800	1;1	18364957;18366222	18365964;18366441	-;-	1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0920500	1	40194213	40194941	+	729	28	45	49	42	23	55	75	43	66	83	49	67	44	54	21	31	41	24	36	24	34	102	66	114	97	50	39	110	40	64	60	58	58	50	34	78
Os01g0509750	1	17886583	17887008	-	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0104800	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	261530;261767;261895;262582;262925;263523;263525;264014;264014;265236;265236;265506;265506;265740;265740;265909;265909;266138;266138;267237;267237;267591;267591;267734;267734;267880;267880	261661;261805;261941;262681;263181;263640;263640;264098;264098;265415;265415;265649;265649;265817;265817;266045;266045;266246;266246;267514;267514;267657;267657;267802;267802;268120;268145	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2106	515	377	301	279	309	285	283	217	209	189	229	279	162	171	182	159	230	132	133	102	112	338	371	363	340	326	488	612	383	344	230	270	201	209	245	259
Os01g0153000	1;1	2851954;2854819	2854675;2855225	+;+	3129	0	0	0	0	2	1	1	2	4	1	0	0	1	3	4	0	0	3	2	3	3	3	0	3	0	5	1	2	3	0	1	2	2	1	6	2
Os01g0232200	1	7307881	7309458	-	1578	111	133	69	12	24	35	14	30	20	170	177	205	30	7	10	19	34	26	70	71	63	127	88	185	41	73	8	140	196	168	53	42	36	39	59	97
Os01g0761400	1;1;1;1	32032727;32033786;32034428;32034913	32033686;32034342;32034645;32035011	-;-;-;-	1834	1	1	0	2	1	5	3	6	10	3	3	5	5	1	6	8	2	7	3	4	3	0	0	3	4	5	3	0	0	0	2	4	3	5	10	0
Os01g0670800	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	27501506;27501563;27502139;27502139;27503094;27503094;27503878;27503878;27504053;27504053;27505196;27505196;27505437;27505437;27506123;27506123;27506297;27506297;27506585;27506585;27506740	27502068;27502068;27503007;27503007;27503253;27503253;27503950;27503950;27504184;27504172;27505360;27505360;27505527;27505527;27506207;27506207;27506482;27506482;27506654;27506641;27507181	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2836	1412	1317	1157	1177	1360	1393	1275	1182	1445	1596	1504	1809	1431	1471	1611	1207	1165	1299	1204	985	1003	966	971	1033	1303	1342	1703	1560	1264	1190	1083	1242	1068	975	1111	1248
Os01g0586800	1;1	22824809;22826060	22825297;22826277	-;-	707	12	13	46	12	6	11	33	26	18	51	15	33	24	26	35	4	8	8	9	6	10	2	10	0	53	69	52	2	3	2	16	14	5	2	20	16
Os01g0885500	1;1;1;1;1;1;1	38469634;38471636;38471888;38472228;38472384;38474458;38474878	38471106;38471772;38472163;38473008;38472424;38474687;38475218	-;-;-;-;-;-;-	3238	46	81	30	62	54	59	26	58	18	36	68	48	39	32	43	32	77	24	28	13	35	33	31	25	26	40	36	57	81	68	61	60	38	12	33	40
Os01g0283300	1;1	10134096;10134221	10135327;10135325	+;+	1232	3791	2976	2570	4337	4175	4743	6067	6090	6039	3780	3021	3457	4708	4873	5208	4775	6347	6262	8617	7061	7541	3596	2882	3394	6598	4760	7076	3416	3619	3556	4228	4782	4386	9233	8866	9194
Os01g0813400	1;1;1;1;1;1;1	34580341;34581031;34581741;34581987;34582449;34582985;34583278	34580543;34581187;34581811;34582106;34582567;34583066;34583532	+;+;+;+;+;+;+	1007	5645	4382	4468	4545	3930	4384	4720	4889	4955	4275	4106	4723	4386	4205	4488	4827	4880	4643	5024	4759	4904	5698	5019	5726	5313	5666	7372	6381	5299	4602	4378	5481	4579	7979	7649	8074
Os01g0932500	1;1;1;1;1;1;1;1	40902494;40903963;40904880;40905097;40905482;40906296;40906805;40907135	40903395;40904332;40904932;40905357;40905532;40906541;40907027;40907438	-;-;-;-;-;-;-;-	2410	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
Os01g0240600	1	7771395	7774272	+	2878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0886200	1;1;1;1;1;1;1;1	38500880;38501844;38503119;38503393;38503655;38504041;38504227;38504392	38501056;38502046;38503200;38503457;38503754;38504082;38504268;38505086	+;+;+;+;+;+;+;+	1406	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	8	0	0	0	0	0	0	0	0	0
Os01g0184900	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	4497719;4497771;4498719;4498719;4499898;4499898;4500080;4500080;4500341;4500341;4500498;4500498;4500729;4500729;4500944;4500944;4501153;4501153;4502144;4502144;4502481;4502481;4502724;4502724;4502975;4502975;4503159;4503159;4503624;4503624;4503870;4503870	4497976;4497976;4498904;4498904;4500003;4500003;4500216;4500216;4500424;4500424;4500589;4500589;4500837;4500837;4501030;4501030;4501245;4501245;4502341;4502341;4502632;4502632;4502874;4502874;4503073;4503073;4503326;4503326;4503702;4503702;4504384;4504377	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2514	3604	2822	2778	2861	2600	3017	3343	3194	3447	2249	2328	2452	2595	2523	2435	2281	2839	2491	2710	2517	2689	2559	2018	2410	2903	2992	3972	3740	2864	2802	2714	3126	2905	3648	3751	4198
Os01g0625900	1	24981269	24982666	-	1398	264	237	198	84	91	66	168	137	145	332	243	329	78	54	115	130	287	128	278	188	145	175	150	212	163	123	131	321	253	292	155	120	116	161	124	207
Os01g0205700	1;1;1;1;1;1;1;1	5774293;5774960;5775527;5775777;5775950;5776105;5776704;5776845	5774863;5775061;5775610;5775872;5776000;5776245;5776760;5776922	-;-;-;-;-;-;-;-	1180	581	497	474	376	347	412	400	360	387	664	712	788	491	467	556	469	399	455	412	412	376	566	498	460	546	640	701	714	575	564	397	473	464	554	587	616
Os01g0576050	1;1	22233975;22234313	22234225;22234779	-;-	718	69	75	70	18	24	31	35	20	26	91	94	49	38	55	42	29	48	27	14	22	30	46	57	92	37	14	38	174	58	50	26	48	29	40	12	43
Os01g0916400	1;1;1;1;1;1;1	39948114;39949043;39949342;39949898;39950217;39950437;39951002	39948349;39949238;39949569;39950129;39950324;39950709;39951519	+;+;+;+;+;+;+	1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0370600	1	15234445	15234693	+	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0191150	1	4869090	4869415	-	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Os01g0233100	1;1;1;1;1;1;1;1;1;1;1	7370362;7370581;7370825;7371060;7371175;7371316;7371479;7371706;7379418;7379635;7380890	7370490;7370715;7370974;7371093;7371251;7371391;7371612;7371798;7379551;7380043;7381112	-;-;-;-;-;-;-;-;-;-;-	1594	16	16	12	16	27	14	20	25	25	54	49	165	5	23	14	29	36	28	63	58	40	23	28	36	22	144	54	59	52	59	18	57	15	33	36	38
Os01g0977200	1;1;1;1;1;1;1;1	43189206;43189695;43190136;43190431;43190721;43190892;43192559;43193100	43189281;43189860;43190337;43190591;43190814;43191104;43192777;43193303	+;+;+;+;+;+;+;+	1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0280600	1	9969576	9970900	-	1325	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Os01g0832900	1;1;1;1;1;1;1;1	35653186;35654074;35655473;35655878;35656456;35656829;35657546;35657832	35653673;35654691;35655773;35656157;35656563;35657107;35657689;35658307	+;+;+;+;+;+;+;+	2694	318	233	221	259	250	262	407	386	444	383	470	424	316	314	333	472	427	387	822	644	814	412	293	468	510	574	724	445	431	408	314	360	338	912	1112	1011
Os01g0133200	1	1838282	1839194	-	913	32	19	14	18	7	11	21	19	16	55	51	66	12	4	8	14	27	22	12	24	56	24	30	27	25	60	34	50	68	56	20	15	19	36	39	14
Os01g0825900	1;1	35328778;35329326	35329182;35331207	+;+	2287	171	156	163	102	101	109	141	132	161	129	168	208	101	137	89	141	145	147	196	202	160	205	225	189	147	122	161	225	226	170	140	167	152	211	236	268
Os01g0134900	1;1;1	1912561;1914345;1915010	1913929;1914893;1915094	-;-;-	2003	700	679	641	347	369	311	292	201	195	932	923	714	646	378	392	212	278	237	196	127	127	611	571	651	398	238	398	857	819	687	334	497	401	111	131	230
Os01g0148050	1;1;1;1;1;1;1;1;1;1;1;1;1;1	2605614;2606098;2606496;2607429;2607558;2609366;2609660;2610302;2610500;2610651;2611415;2611569;2612331;2612506	2605848;2606292;2607115;2607480;2608197;2609574;2610189;2610406;2610566;2610728;2611483;2611673;2612418;2612731	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3219	4452	3223	3350	3803	3848	4239	5035	5339	5087	3114	2989	4145	3524	4265	3917	4938	4442	4514	4964	4725	4782	3340	3195	3401	4664	5231	7463	4586	4122	4275	4188	4669	4117	6287	7362	6773
Os01g0596600	1;1;1;1	23402666;23403454;23403709;23405725	23403328;23403546;23403990;23405874	+;+;+;+	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0685100	1;1	28240209;28240253	28241548;28242532	+;+	2324	122	61	82	47	97	101	149	108	123	67	97	86	83	75	64	136	131	101	239	239	215	90	69	94	68	74	104	166	92	101	98	75	52	316	327	241
Os01g0605700	1;1;1;1	23864681;23864946;23865277;23866739	23864825;23865162;23865438;23867205	+;+;+;+	991	141	122	117	87	102	105	144	152	185	144	186	184	99	102	122	166	143	163	285	224	252	131	167	136	174	152	212	136	121	128	80	136	87	363	264	262
Os01g0910300	1;1;1	39658258;39658556;39659696	39658484;39658629;39659984	+;+;+	590	24	34	49	24	60	22	20	16	30	39	73	29	39	26	36	27	54	36	26	16	26	65	60	31	41	45	88	83	30	29	39	67	41	63	28	31
Os01g0232100	1;1	7302563;7302890	7302737;7303771	+;+	1057	107	114	98	42	49	66	50	67	53	139	101	94	112	119	88	26	141	88	61	40	21	275	208	264	289	230	234	263	307	261	145	298	152	114	62	92
Os01g0609000	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	24047446;24047892;24048248;24048506;24049577;24049797;24050091;24050460;24050891;24051365;24052194;24052445;24052855;24053214;24053588;24053770;24053917;24054081;24054954;24055220;24055515	24047801;24048146;24048419;24048733;24049710;24049880;24050381;24050792;24051135;24051631;24052354;24052761;24053136;24053515;24053678;24053823;24053993;24054240;24055035;24055429;24055918	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4505	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Os01g0831250	1;1;1	35586264;35586817;35587731	35586731;35587175;35588352	+;+;+	1449	271	259	303	251	249	280	230	230	264	80	124	118	68	91	74	84	39	111	144	154	88	69	54	52	25	49	33	20	41	14	32	59	31	171	112	126
Os01g0153800	1	2896841	2897944	+	1104	22	12	0	30	18	19	5	0	4	4	2	4	0	6	4	0	6	2	0	6	0	6	6	6	2	0	2	16	17	20	12	9	8	4	0	0
Os01g0180000	1	4179207	4181412	-	2206	219	203	173	128	147	177	164	199	190	339	321	422	213	154	177	152	171	190	213	160	182	232	278	268	294	295	272	305	376	296	198	228	226	185	187	209
Os01g0788700	1;1	33468639;33469571	33468848;33470174	+;+	814	198	201	213	86	144	153	164	109	138	248	224	255	225	184	199	101	168	173	164	100	167	181	169	287	259	172	286	295	254	237	152	166	185	134	118	120
Os01g0116100	1;1	865786;869364	866216;869533	-;-	601	12	18	14	5	4	9	7	22	12	22	15	21	12	10	12	14	17	6	2	3	2	8	10	9	7	4	15	22	20	7	7	7	14	3	3	5
